map	col1	col2	avgrr
4	6000000	6050000	0.015
4	6050000	6100000	0.05
4	6100000	6150000	0.09
4	6150000	6200000	0.13333333333333333
4	6200000	6250000	0.202
4	6250000	6300000	0.305
4	6300000	6350000	0.39
4	6350000	6400000	0.43
4	6400000	6450000	0.62
4	6450000	6500000	0.715
4	6500000	6550000	0.75
4	6650000	6700000	1.315
4	6700000	6750000	1.37
4	6800000	6850000	1.745
4	6850000	6900000	1.97
4	6900000	6950000	2.01
4	6950000	7000000	2.23
4	7000000	7050000	2.353333333333333
4	7050000	7100000	2.5375
4	7100000	7150000	2.75
4	7150000	7200000	2.924
4	7200000	7250000	3.2300000000000004
4	7300000	7350000	3.6125
4	7350000	7400000	3.8966666666666665
4	7450000	7500000	4.486666666666666
4	7500000	7550000	4.824999999999999
4	7550000	7600000	5.1866666666666665
4	7600000	7650000	5.43
4	7650000	7700000	5.56
4	7700000	7750000	5.93
4	7900000	7950000	6.946
4	7950000	8000000	7.22
4	8000000	8050000	7.405
4	8050000	8100000	7.536666666666666
4	8100000	8150000	7.706666666666666
4	8199999	8250000	7.923333333333334
4	8250000	8300000	7.995
4	8300000	8350000	8.07
4	8350000	8400000	8.135000000000002
4	8450000	8500000	8.216666666666667
4	8500000	8550000	8.22
4	8600000	8650000	8.16
4	8650000	8700000	8.17
4	8700000	8750000	8.16
4	8750000	8800000	8.133333333333335
4	8800000	8850000	8.114999999999998
4	8900000	8950000	8.045
4	8950000	9000000	8.01
4	9000000	9050000	8.01
4	9050000	9100000	7.99
4	9150000	9200000	7.87
4	9200000	9250000	7.8
4	9350000	9400000	7.49
4	9400000	9450000	7.416666666666667
4	9500000	9550000	7.176
4	9550000	9600000	7.05
4	9600000	9650000	6.99
4	9650000	9700000	6.93
4	9800000	9850000	6.69
4	9850000	9900000	6.67
4	10250000	10300000	6.66
4	10300000	10350000	6.695
4	10400000	10450000	6.745
4	10450000	10500000	6.78
4	10500000	10550000	6.82
4	10550000	10600000	6.91
4	10600000	10650000	6.93
4	10650000	10700000	6.96
4	10700000	10750000	7.01
4	10950000	11000000	7.14
4	11000000	11050000	7.172499999999999
4	11050000	11100000	7.2
4	11100000	11150000	7.22
4	11150000	11200000	7.25
4	11300000	11350000	7.35
4	11350000	11400000	7.35
4	11400000	11450000	7.37
4	11500000	11550000	7.39
4	11550000	11600000	7.38
4	11700000	11750000	7.4
4	11750000	11800000	7.42
4	11850000	11900000	7.47
4	12000000	12050000	7.45
4	12200000	12250000	7.54
4	12400000	12450000	7.475
4	12450000	12500000	7.445
4	12600000	12650000	7.300000000000001
4	12700000	12750000	7.16
4	12750000	12800000	7.11
4	12850000	12900000	6.94
4	12950000	13000000	6.785
4	13000000	13050000	6.66
4	13050000	13100000	6.57
4	13100000	13150000	6.49
4	13200000	13250000	6.23
4	13300000	13350000	6.01
4	13400000	13450000	5.79
4	13450000	13500000	5.58
4	13500000	13550000	5.48
4	13550000	13600000	5.45
4	13650000	13700000	5.24
4	13750000	13800000	5.01
4	13800000	13850000	4.91
4	13850000	13900000	4.76
4	13900000	13950000	4.65
4	13950000	14000000	4.493333333333333
4	14000000	14050000	4.405
4	14050000	14100000	4.326666666666666
4	14150000	14200000	4.03
4	14200000	14250000	3.975
4	14300000	14350000	3.7800000000000002
4	14350000	14400000	3.7033333333333336
4	14450000	14500000	3.5966666666666667
4	14500000	14550000	3.5666666666666664
4	14650000	14700000	3.4633333333333334
4	14700000	14750000	3.435
4	14800000	14850000	3.37
4	14850000	14900000	3.36
4	15100000	15150000	3.33
4	15200000	15250000	3.34
4	15250000	15300000	3.34
4	15300000	15350000	3.34
4	15350000	15400000	3.32
4	15400000	15450000	3.295
4	15450000	15500000	3.28
4	15500000	15550000	3.27
4	15600000	15650000	3.24
4	15750000	15800000	3.23
4	15850000	15900000	3.225
4	15900000	15950000	3.23
4	15950000	16000000	3.24
4	16000000	16050000	3.26
4	16050000	16100000	3.29
4	16200000	16250000	3.37
4	16250000	16300000	3.44
4	16450000	16500000	3.65
4	16500000	16550000	3.7
4	16550000	16600000	3.775
4	16600000	16649999	3.8
4	16649999	16700000	3.86
4	16700000	16750000	3.9299999999999997
4	16750000	16800000	4.06
4	16800000	16850000	4.12
4	16850000	16900000	4.195
4	16900000	16950000	4.27
4	16950000	17000000	4.345000000000001
4	17050000	17100000	4.47
4	17100000	17150000	4.56
4	17150000	17200000	4.76
4	17200000	17250000	4.83
4	17250000	17300000	5.01
4	17300000	17350000	5.135
4	17350000	17400000	5.33
4	17450000	17500000	5.67
4	17500000	17550000	5.94
4	17550000	17600000	6.279999999999999
4	17600000	17650000	6.54
4	17650000	17700000	6.77
4	17700000	17750000	7.125
4	17800000	17850000	7.803333333333334
4	17850000	17900000	8.26
4	17900000	17950000	8.56
4	18050000	18100000	9.76
4	18100000	18150000	10.2
4	18150000	18200000	10.5
4	18200000	18250000	10.79
4	18250000	18300000	10.87
4	18300000	18350000	11.225
4	18350000	18400000	11.406666666666666
4	18400000	18450000	11.805
4	18450000	18500000	11.933333333333334
4	18500000	18550000	12.093333333333334
4	18550000	18600000	12.256666666666666
4	18600000	18650000	12.56
4	18650000	18700000	12.74
4	18700000	18750000	12.84
4	18750000	18800000	13.045
4	18800000	18850000	13.16
4	18850000	18900000	13.25
4	18900000	18950000	13.5
4	18950000	19000000	13.525
4	19000000	19050000	13.7
4	19050000	19100000	13.795
4	19100000	19150000	13.655
4	19150000	19200000	13.44
4	19250000	19300000	13.129999999999999
4	19300000	19350000	12.855
4	19450000	19500000	12.15
4	19550000	19600000	11.503333333333334
4	19600000	19650000	11.100000000000001
4	19650000	19700000	10.81
4	19700000	19750000	10.5
4	19800000	19850000	9.535
4	20050000	20100000	7.03
4	20100000	20150000	6.8
5	0	50000	0.305
5	50000	100000	0.36
5	1100000	1150000	2.05
5	1200000	1250000	2.285
5	1300000	1350000	2.617142857142857
5	1400000	1450000	2.82
5	1450000	1500000	3.08
5	1850000	1900000	4.13
5	1950000	2000000	4.36
5	2049999	2100000	4.58
5	2100000	2150000	4.68
5	2400000	2450000	5.47
5	2500000	2550000	5.615
5	2550000	2600000	5.66
5	2650000	2700000	5.85
5	2800000	2850000	6
5	2850000	2900000	6.0649999999999995
5	2900000	2950000	6.13
5	3000000	3050000	6.195
5	3100000	3150000	6.19
5	3150000	3200000	6.18
5	3200000	3250000	6.16
5	3250000	3300000	6.145
5	3350000	3400000	6.07
5	3450000	3500000	5.976666666666667
5	3650000	3700000	5.9
5	3700000	3750000	5.88
5	3800000	3850000	5.87
5	3900000	3950000	5.85
